// ----------------------------------------------------\\
//        Hospedagem feita por Rodrigo                 \\
// 						       \\
// File  Name : MuServer1.02nSeason2+ Viciados         \\
// ViciadosMU: wWw.ViciadosMu.com.br                   \\
// Creditos: shop@viciadosmu.com.br | skype viciadosmu \\
// Disponibilizamos para ajudar a todos                \\
// Compre produtos ou jogue em nossos servidores       \\
// Shop ViciadosMu: wWw.Shop.ViciadosMu.com.br         \\
// --------------------------------------------------- \\
//==========================================================================
//Project: NaMEch
//Sources: NaM4 
//Re-Struct & Fixes: Echy-
//Information: Spots de Mobs
//=========================================================================

// 0 - Guardias / NPC / Trampas
// 1 - Spots
// 2 - Mobs normales
// 3 - Bone King / Dorados
// 4 - Blood Castle Mobs / Gates / Otros

//=========================================================================================
//======================================= Invasion Dorados =================================
//=========================================================================================
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir 	Quant  Name	
3
43	3	30	10	10	240	240	-1	2	// Golden Budge Dragon
44	0	30	182	128	195	145	-1	3	// Golden Dragon
53	0	30	185	132	185	132	-1	1	// Golden Titan
55	0	30	132	83	132	83	-1	1	// Death King
54	0	30	183	128	188	135	-1	3	// Golden Soldier
56	0	30	132	83	138	90	-1	5	// Death Bone
78	0	30	10	10	240	240	-1	4	// Golden Goblin
79	0	30	10	10	240	240	-1	3	// Golden Dragon
80	0	30	185	132	185	132	-1	3	// Golden Lizard King
81	0	30	132	83	132	83	-1	5	// Golden Vepar
82	0	30	183	128	188	135	-1	2	// Golden Tantallos
83	0	30	132	83	138	90	-1	8	// Golden Iron Wheel
end

//=========================================================================================						
//================================= Lorencia NPCs - ======================================						
//=========================================================================================						
//Mob	Map	Rad	X	Y	Str	Name
0
247	0	0	146	129	2	// NPC Reset Guard
167	20	30	27	86	2	//Chaos Castle
166	20	30	28	82	2	//Chaos Castle
167	20	30	26	79	2	//Chaos Castle
166	20	30	34	78	2	//Chaos Castle
167	20	30	33	81	2	//Chaos Castle
166	20	30	39	78	2	//Chaos Castle
167	20	30	26	77	2	//Chaos Castle
166	20	30	38	80	2	//Chaos Castle
167	20	30	43	77	2	//Chaos Castle
166	20	30	38	86	2	//Chaos Castle
167	20	30	43	84	2	//Chaos Castle
166	20	30	41	82	2	//Chaos Castle
167	20	30	27	94	2	//Chaos Castle
166	20	30	32	91	2	//Chaos Castle
167	20	30	29	84	2	//Chaos Castle
166	20	30	42	90	2	//Chaos Castle
167	20	30	44	87	2	//Chaos Castle
166	20	30	30	78	2	//Chaos Castle
167	20	30	38	92	2	//Chaos Castle
166	20	30	40	98	2	//Chaos Castle
167	20	30	29	101	2	//Chaos Castle
166	20	30	33	103	2	//Chaos Castle
167	20	30	38	89	2	//Chaos Castle
166	20	30	42	105	2	//Chaos Castle
167	20	30	42	99	2	//Chaos Castle
166	20	30	35	105	2	//Chaos Castle
167	20	30	29	93	2	//Chaos Castle
166	20	30	28	97	2	//Chaos Castle
167	20	30	26	84	2	//Chaos Castle
166	20	30	28	79	2	//Chaos Castle
166	20	30	25	82	2	//Chaos Castle
167	20	30	29	76	2	//Chaos Castle
166	20	30	33	76	2	//Chaos Castle
167	20	30	35	79	2	//Chaos Castle
166	20	30	31	80	2	//Chaos Castle
167	20	30	41	79	2	//Chaos Castle
166	20	30	38	76	2	//Chaos Castle
167	20	30	36	81	2	//Chaos Castle
166	20	30	39	82	2	//Chaos Castle
167	20	30	41	86	2	//Chaos Castle
166	20	30	42	94	2	//Chaos Castle
167	20	30	35	92	2	//Chaos Castle
166	20	30	34	90	2	//Chaos Castle
167	20	30	38	101	2	//Chaos Castle
166	20	30	30	105	2	//Chaos Castle
167	20	30	26	102	2	//Chaos Castle
166	20	30	28	100	2	//Chaos Castle
167	20	30	38	106	2	//Chaos Castle
166	20	30	35	102	2	//Chaos Castle
167	20	30	42	102	2	//Chaos Castle
166	20	30	43	96	2	//Chaos Castle
167	20	30	30	88	2	//Chaos Castle
166	20	30	25	91	2	//Chaos Castle
167	20	30	29	91	2	//Chaos Castle
166	20	30	30	98	2	//Chaos Castle
167	20	30	41	93	2	//Chaos Castle
166	20	30	41	89	2	//Chaos Castle
167	20	30	43	91	2	//Chaos Castle
166	20	30	39	95	2	//Chaos Castle
167	20	30	32	101	2	//Chaos Castle
166	20	30	29	103	2	//Chaos Castle
167	20	30	33	105	2	//Chaos Castle
166	20	30	25	97	2	//Chaos Castle
167	20	30	24	94	2	//Chaos Castle
166	20	30	27	88	2	//Chaos Castle
167	20	30	32	94	2	//Chaos Castle
166	20	30	32	89	2	//Chaos Castle
167	20	30	36	92	2	//Chaos Castle
166	20	30	37	89	2	//Chaos Castle
167	20	30	40	91	2	//Chaos Castle
166	20	30	38	99	2	//Chaos Castle
167	20	30	40	101	2	//Chaos Castle
166	20	30	43	81	2	//Chaos Castle
167	20	30	36	76	2	//Chaos Castle
166	20	30	42	75	2	//Chaos Castle
167	20	30	26	75	2	//Chaos Castle
166	20	30	24	80	2	//Chaos Castle
167	20	30	30	82	2	//Chaos Castle
166	20	30	24	89	2	//Chaos Castle
167	20	30	24	86	2	//Chaos Castle
166	20	30	24	101	2	//Chaos Castle
167	20	30	37	104	2	//Chaos Castle
166	20	30	41	96	2	//Chaos Castle
167	20	30	39	87	2	//Chaos Castle
166	20	30	41	76	2	//Chaos Castle
167	20	30	38	84	2	//Chaos Castle
166	20	30	38	96	2	//Chaos Castle
167	20	30	30	95	2	//Chaos Castle
166	20	30	32	78	2	//Chaos Castle
167	20	30	29	86	2	//Chaos Castle
166	20	30	27	104	2	//Chaos Castle
167	20	30	40	104	2	//Chaos Castle
166	20	30	44	102	2	//Chaos Castle
167	20	30	43	98	2	//Chaos Castle
166	20	30	39	93	2	//Chaos Castle
167	20	30	41	84	2	//Chaos Castle
end							
//Chaos Castle 4+A3166 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
168	21	30	26	105	3	//Chaos Castle
169	21	30	26	98	3	//Chaos Castle
168	21	30	28	90	3	//Chaos Castle
169	21	30	27	86	3	//Chaos Castle
168	21	30	28	82	3	//Chaos Castle
169	21	30	26	79	3	//Chaos Castle
168	21	30	34	78	3	//Chaos Castle
169	21	30	33	81	3	//Chaos Castle
168	21	30	39	78	3	//Chaos Castle
169	21	30	26	77	3	//Chaos Castle
168	21	30	38	80	3	//Chaos Castle
169	21	30	43	77	3	//Chaos Castle
168	21	30	38	86	3	//Chaos Castle
169	21	30	43	84	3	//Chaos Castle
168	21	30	41	82	3	//Chaos Castle
169	21	30	27	94	3	//Chaos Castle
168	21	30	32	91	3	//Chaos Castle
169	21	30	29	84	3	//Chaos Castle
168	21	30	42	90	3	//Chaos Castle
169	21	30	44	87	3	//Chaos Castle
168	21	30	30	78	3	//Chaos Castle
169	21	30	38	92	3	//Chaos Castle
168	21	30	40	98	3	//Chaos Castle
169	21	30	29	101	3	//Chaos Castle
168	21	30	33	103	3	//Chaos Castle
169	21	30	38	89	3	//Chaos Castle
168	21	30	42	105	3	//Chaos Castle
169	21	30	42	99	3	//Chaos Castle
168	21	30	35	105	3	//Chaos Castle
169	21	30	29	93	3	//Chaos Castle
168	21	30	28	97	3	//Chaos Castle
169	21	30	26	84	3	//Chaos Castle
168	21	30	28	79	3	//Chaos Castle
168	21	30	25	82	3	//Chaos Castle
169	21	30	29	76	3	//Chaos Castle
168	21	30	33	76	3	//Chaos Castle
169	21	30	35	79	3	//Chaos Castle
168	21	30	31	80	3	//Chaos Castle
169	21	30	41	79	3	//Chaos Castle
168	21	30	38	76	3	//Chaos Castle
169	21	30	36	81	3	//Chaos Castle
168	21	30	39	82	3	//Chaos Castle
169	21	30	41	86	3	//Chaos Castle
168	21	30	42	94	3	//Chaos Castle
169	21	30	35	92	3	//Chaos Castle
168	21	30	34	90	3	//Chaos Castle
169	21	30	38	101	3	//Chaos Castle
168	21	30	30	105	3	//Chaos Castle
169	21	30	26	102	3	//Chaos Castle
168	21	30	28	100	3	//Chaos Castle
169	21	30	38	106	3	//Chaos Castle
168	21	30	35	102	3	//Chaos Castle
169	21	30	42	102	3	//Chaos Castle
168	21	30	43	96	3	//Chaos Castle
169	21	30	30	88	3	//Chaos Castle
168	21	30	25	91	3	//Chaos Castle
169	21	30	29	91	3	//Chaos Castle
168	21	30	30	98	3	//Chaos Castle
169	21	30	41	93	3	//Chaos Castle
168	21	30	41	89	3	//Chaos Castle
169	21	30	43	91	3	//Chaos Castle
168	21	30	39	95	3	//Chaos Castle
169	21	30	32	101	3	//Chaos Castle
168	21	30	29	103	3	//Chaos Castle
169	21	30	33	105	3	//Chaos Castle
168	21	30	25	97	3	//Chaos Castle
169	21	30	24	94	3	//Chaos Castle
168	21	30	27	88	3	//Chaos Castle
169	21	30	32	94	3	//Chaos Castle
168	21	30	32	89	3	//Chaos Castle
169	21	30	36	92	3	//Chaos Castle
168	21	30	37	89	3	//Chaos Castle
169	21	30	40	91	3	//Chaos Castle
168	21	30	38	99	3	//Chaos Castle
169	21	30	40	101	3	//Chaos Castle
168	21	30	43	81	3	//Chaos Castle
169	21	30	36	76	3	//Chaos Castle
168	21	30	42	75	3	//Chaos Castle
169	21	30	26	75	3	//Chaos Castle
168	21	30	24	80	3	//Chaos Castle
169	21	30	30	82	3	//Chaos Castle
168	21	30	24	89	3	//Chaos Castle
169	21	30	24	86	3	//Chaos Castle
168	21	30	24	101	3	//Chaos Castle
169	21	30	37	104	3	//Chaos Castle
168	21	30	41	96	3	//Chaos Castle
169	21	30	39	87	3	//Chaos Castle
168	21	30	41	76	3	//Chaos Castle
169	21	30	38	84	3	//Chaos Castle
168	21	30	38	96	3	//Chaos Castle
169	21	30	30	95	3	//Chaos Castle
168	21	30	32	78	3	//Chaos Castle
169	21	30	29	86	3	//Chaos Castle
168	21	30	27	104	3	//Chaos Castle
169	21	30	40	104	3	//Chaos Castle
168	21	30	44	102	3	//Chaos Castle
169	21	30	43	98	3	//Chaos Castle
168	21	30	39	93	3	//Chaos Castle
169	21	30	41	84	3	//Chaos Castle
end							
//Chaos Castle 5 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
170	22	30	26	105	4	//Chaos Castle
171	22	30	26	98	4	//Chaos Castle
170	22	30	28	90	4	//Chaos Castle
171	22	30	27	86	4	//Chaos Castle
170	22	30	28	82	4	//Chaos Castle
171	22	30	26	79	4	//Chaos Castle
170	22	30	34	78	4	//Chaos Castle
171	22	30	33	81	4	//Chaos Castle
170	22	30	39	78	4	//Chaos Castle
171	22	30	26	77	4	//Chaos Castle
170	22	30	38	80	4	//Chaos Castle
171	22	30	43	77	4	//Chaos Castle
170	22	30	38	86	4	//Chaos Castle
171	22	30	43	84	4	//Chaos Castle
170	22	30	41	82	4	//Chaos Castle
171	22	30	27	94	4	//Chaos Castle
170	22	30	32	91	4	//Chaos Castle
171	22	30	29	84	4	//Chaos Castle
170	22	30	42	90	4	//Chaos Castle
171	22	30	44	87	4	//Chaos Castle
170	22	30	30	78	4	//Chaos Castle
171	22	30	38	92	4	//Chaos Castle
170	22	30	40	98	4	//Chaos Castle
171	22	30	29	101	4	//Chaos Castle
170	22	30	33	103	4	//Chaos Castle
171	22	30	38	89	4	//Chaos Castle
170	22	30	42	105	4	//Chaos Castle
171	22	30	42	99	4	//Chaos Castle
170	22	30	35	105	4	//Chaos Castle
171	22	30	29	93	4	//Chaos Castle
170	22	30	28	97	4	//Chaos Castle
171	22	30	26	84	4	//Chaos Castle
170	22	30	28	79	4	//Chaos Castle
170	22	30	25	82	4	//Chaos Castle
171	22	30	29	76	4	//Chaos Castle
170	22	30	33	76	4	//Chaos Castle
171	22	30	35	79	4	//Chaos Castle
170	22	30	31	80	4	//Chaos Castle
171	22	30	41	79	4	//Chaos Castle
170	22	30	38	76	4	//Chaos Castle
171	22	30	36	81	4	//Chaos Castle
170	22	30	39	82	4	//Chaos Castle
171	22	30	41	86	4	//Chaos Castle
170	22	30	42	94	4	//Chaos Castle
171	22	30	35	92	4	//Chaos Castle
170	22	30	34	90	4	//Chaos Castle
171	22	30	38	101	4	//Chaos Castle
170	22	30	30	105	4	//Chaos Castle
171	22	30	26	102	4	//Chaos Castle
170	22	30	28	100	4	//Chaos Castle
171	22	30	38	106	4	//Chaos Castle
170	22	30	35	102	4	//Chaos Castle
171	22	30	42	102	4	//Chaos Castle
170	22	30	43	96	4	//Chaos Castle
171	22	30	30	88	4	//Chaos Castle
170	22	30	25	91	4	//Chaos Castle
171	22	30	29	91	4	//Chaos Castle
170	22	30	30	98	4	//Chaos Castle
171	22	30	41	93	4	//Chaos Castle
170	22	30	41	89	4	//Chaos Castle
171	22	30	43	91	4	//Chaos Castle
170	22	30	39	95	4	//Chaos Castle
171	22	30	32	101	4	//Chaos Castle
170	22	30	29	103	4	//Chaos Castle
171	22	30	33	105	4	//Chaos Castle
170	22	30	25	97	4	//Chaos Castle
171	22	30	24	94	4	//Chaos Castle
170	22	30	27	88	4	//Chaos Castle
171	22	30	32	94	4	//Chaos Castle
170	22	30	32	89	4	//Chaos Castle
171	22	30	36	92	4	//Chaos Castle
170	22	30	37	89	4	//Chaos Castle
171	22	30	40	91	4	//Chaos Castle
170	22	30	38	99	4	//Chaos Castle
171	22	30	40	101	4	//Chaos Castle
170	22	30	43	81	4	//Chaos Castle
171	22	30	36	76	4	//Chaos Castle
170	22	30	42	75	4	//Chaos Castle
171	22	30	26	75	4	//Chaos Castle
170	22	30	24	80	4	//Chaos Castle
171	22	30	30	82	4	//Chaos Castle
170	22	30	24	89	4	//Chaos Castle
171	22	30	24	86	4	//Chaos Castle
170	22	30	24	101	4	//Chaos Castle
171	22	30	37	104	4	//Chaos Castle
170	22	30	41	96	4	//Chaos Castle
171	22	30	39	87	4	//Chaos Castle
170	22	30	41	76	4	//Chaos Castle
171	22	30	38	84	4	//Chaos Castle
170	22	30	38	96	4	//Chaos Castle
171	22	30	30	95	4	//Chaos Castle
170	22	30	32	78	4	//Chaos Castle
171	22	30	29	86	4	//Chaos Castle
170	22	30	27	104	4	//Chaos Castle
171	22	30	40	104	4	//Chaos Castle
170	22	30	44	102	4	//Chaos Castle
171	22	30	43	98	4	//Chaos Castle
170	22	30	39	93	4	//Chaos Castle
171	22	30	41	84	4	//Chaos Castle
end							
//Chaos Castle 6 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
172	23	30	26	105	5	//Chaos Castle
173	23	30	26	98	5	//Chaos Castle
172	23	30	28	90	5	//Chaos Castle
173	23	30	27	86	5	//Chaos Castle
172	23	30	28	82	5	//Chaos Castle
173	23	30	26	79	5	//Chaos Castle
172	23	30	34	78	5	//Chaos Castle
173	23	30	33	81	5	//Chaos Castle
172	23	30	39	78	5	//Chaos Castle
173	23	30	26	77	5	//Chaos Castle
172	23	30	38	80	5	//Chaos Castle
173	23	30	43	77	5	//Chaos Castle
172	23	30	38	86	5	//Chaos Castle
173	23	30	43	84	5	//Chaos Castle
172	23	30	41	82	5	//Chaos Castle
173	23	30	27	94	5	//Chaos Castle
172	23	30	32	91	5	//Chaos Castle
173	23	30	29	84	5	//Chaos Castle
172	23	30	42	90	5	//Chaos Castle
173	23	30	44	87	5	//Chaos Castle
172	23	30	30	78	5	//Chaos Castle
173	23	30	38	92	5	//Chaos Castle
172	23	30	40	98	5	//Chaos Castle
173	23	30	29	101	5	//Chaos Castle
172	23	30	33	103	5	//Chaos Castle
173	23	30	38	89	5	//Chaos Castle
172	23	30	42	105	5	//Chaos Castle
173	23	30	42	99	5	//Chaos Castle
172	23	30	35	105	5	//Chaos Castle
173	23	30	29	93	5	//Chaos Castle
172	23	30	28	97	5	//Chaos Castle
173	23	30	26	84	5	//Chaos Castle
172	23	30	28	79	5	//Chaos Castle
172	23	30	25	82	5	//Chaos Castle
173	23	30	29	76	5	//Chaos Castle
172	23	30	33	76	5	//Chaos Castle
173	23	30	35	79	5	//Chaos Castle
172	23	30	31	80	5	//Chaos Castle
173	23	30	41	79	5	//Chaos Castle
172	23	30	38	76	5	//Chaos Castle
173	23	30	36	81	5	//Chaos Castle
172	23	30	39	82	5	//Chaos Castle
173	23	30	41	86	5	//Chaos Castle
172	23	30	42	94	5	//Chaos Castle
173	23	30	35	92	5	//Chaos Castle
172	23	30	34	90	5	//Chaos Castle
173	23	30	38	101	5	//Chaos Castle
172	23	30	30	105	5	//Chaos Castle
173	23	30	26	102	5	//Chaos Castle
172	23	30	28	100	5	//Chaos Castle
173	23	30	38	106	5	//Chaos Castle
172	23	30	35	102	5	//Chaos Castle
173	23	30	42	102	5	//Chaos Castle
172	23	30	43	96	5	//Chaos Castle
173	23	30	30	88	5	//Chaos Castle
172	23	30	25	91	5	//Chaos Castle
173	23	30	29	91	5	//Chaos Castle
172	23	30	30	98	5	//Chaos Castle
173	23	30	41	93	5	//Chaos Castle
172	23	30	41	89	5	//Chaos Castle
173	23	30	43	91	5	//Chaos Castle
172	23	30	39	95	5	//Chaos Castle
173	23	30	32	101	5	//Chaos Castle
172	23	30	29	103	5	//Chaos Castle
173	23	30	33	105	5	//Chaos Castle
172	23	30	25	97	5	//Chaos Castle
173	23	30	24	94	5	//Chaos Castle
172	23	30	27	88	5	//Chaos Castle
173	23	30	32	94	5	//Chaos Castle
172	23	30	32	89	5	//Chaos Castle
173	23	30	36	92	5	//Chaos Castle
172	23	30	37	89	5	//Chaos Castle
173	23	30	40	91	5	//Chaos Castle
172	23	30	38	99	5	//Chaos Castle
173	23	30	40	101	5	//Chaos Castle
172	23	30	43	81	5	//Chaos Castle
173	23	30	36	76	5	//Chaos Castle
172	23	30	42	75	5	//Chaos Castle
173	23	30	26	75	5	//Chaos Castle
172	23	30	24	80	5	//Chaos Castle
173	23	30	30	82	5	//Chaos Castle
172	23	30	24	89	5	//Chaos Castle
173	23	30	24	86	5	//Chaos Castle
172	23	30	24	101	5	//Chaos Castle
173	23	30	37	104	5	//Chaos Castle
172	23	30	41	96	5	//Chaos Castle
173	23	30	39	87	5	//Chaos Castle
172	23	30	41	76	5	//Chaos Castle
173	23	30	38	84	5	//Chaos Castle
172	23	30	38	96	5	//Chaos Castle
173	23	30	30	95	5	//Chaos Castle
172	23	30	32	78	5	//Chaos Castle
173	23	30	29	86	5	//Chaos Castle
172	23	30	27	104	5	//Chaos Castle
173	23	30	40	104	5	//Chaos Castle
172	23	30	44	102	5	//Chaos Castle
173	23	30	43	98	5	//Chaos Castle
172	23	30	39	93	5	//Chaos Castle
173	23	30	41	84	5	//Chaos Castle
end

//=========================================================================================
//================================= Kalima - =============================================
//=========================================================================================
//Kalima 1
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
144 	24 	30 	112 	37 	-1	//Death Angel 
144 	24 	30 	113 	55 	-1 	//Death Angel 
144 	24 	30 	113 	49 	-1 	//Death Angel 
144 	24 	30 	113 	56 	-1 	//Death Angel 
144 	24 	30 	104 	58 	-1 	//Death Angel 
144 	24 	30 	119 	63 	-1 	//Death Angel 
144 	24 	30 	109 	85 	-1 	//Death Angel 
144 	24 	30 	122 	80 	-1 	//Death Angel 
145 	24 	30 	92 	86 	-1	//Death Centurion 
145 	24 	30 	73 	80 	-1 	//Death Centurion
145 	24 	30 	74 	70 	-1 	//Death Centurion
145 	24 	30 	66 	76 	-1 	//Death Centurion
145 	24 	30 	66 	79 	-1 	//Death Centurion
146 	24 	30 	75 	18 	-1 	//Bloody Soldier
146 	24 	30 	88 	20 	-1  	//Bloody Soldier
146 	24 	30 	79 	17 	-1  	//Bloody Soldier
146 	24 	30 	99 	15 	-1  	//Bloody Soldier
146 	24 	30 	98 	19 	-1  	//Bloody Soldier
146 	24 	30 	98 	15 	-1  	//Bloody Soldier
146 	24 	30 	110 	10 	-1  	//Bloody Soldier
146 	24 	30 	111 	33 	-1  	//Bloody Soldier
146 	24 	30 	106 	32 	-1  	//Bloody Soldier
146 	24 	30 	105 	40 	-1  	//Bloody Soldier
146 	24 	30 	122 	40 	-1  	//Bloody Soldier
146 	24 	30 	121 	37 	-1  	//Bloody Soldier
147 	24 	30 	34 	22 	-1 	//Aegis
147 	24 	30 	25 	12 	-1  	//Aegis
147 	24 	30 	30 	16 	-1  	//Aegis
147 	24 	30 	29 	22 	-1  	//Aegis
147 	24 	30 	41 	11 	-1  	//Aegis
148 	24 	30 	44 	31 	-1 	//Lord Centurion
148 	24 	30 	50 	22 	-1  	//Lord Centurion
148 	24 	30 	54 	17 	-1  	//Lord Centurion
148 	24 	30 	55 	16 	-1  	//Lord Centurion
148 	24 	30 	71 	27 	-1  	//Lord Centurion
148 	24 	30 	64 	12 	-1  	//Lord Centurion
148 	24 	30 	64 	21 	-1  	//Lord Centurion
149 	24 	30 	98 	84 	-1 	//Necron
149 	24 	30 	103 	92 	-1  	//Necron
149 	24 	30 	105 	108 	-1  	//Necron
149 	24 	30 	100 	97 	-1  	//Necron
149 	24 	30 	103 	108 	-1  	//Necron
149 	24 	30 	104 	109 	-1  	//Necron
149 	24 	30 	97 	83 	-1  	//Necron
149 	24 	30 	92 	81 	-1  	//Necron
160 	24 	30 	38 	48 	-1 	//Schriker
160 	24 	30 	41 	53 	-1  	//Schriker
160 	24 	30 	43 	57 	-1  	//Schriker
160 	24 	30 	46 	113 	-1  	//Schriker
160 	24 	30 	42 	98 	-1  	//Schriker
160 	24 	30 	44 	84 	-1  	//Schriker
160 	24 	30 	40 	113 	-1  	//Schriker
161 	24 	30 	33 	79 	-1	//Illusion of Kundun 
end

//Kalima 2
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
174 	25 	30 	109 	35 	-1 	//Death Angel
174 	25 	30 	113 	43 	-1  	//Death Angel
174 	25 	30 	109 	46 	-1  	//Death Angel
174 	25 	30 	112 	61 	-1  	//Death Angel
174 	25 	30 	119 	75 	-1  	//Death Angel
175 	25 	30 	96 	99 	-1 	//Death Centurion
175 	25 	30 	70 	77 	-1  	//Death Centurion
175 	25 	30 	86 	73 	-1  	//Death Centurion
175 	25 	30 	80 	69 	-1  	//Death Centurion
175 	25 	30 	57 	77 	-1  	//Death Centurion
176 	25 	30 	90 	21 	-1 	//Bloody Soldier
176 	25 	30 	96 	9 	-1  	//Bloody Soldier
176 	25 	30 	100 	17 	-1  	//Bloody Soldier
176 	25 	30 	112 	28 	-1  	//Bloody Soldier
176 	25 	30 	122 	27 	-1  	//Bloody Soldier
177 	25 	30 	34 	18 	-1 	//Aegis
177 	25 	30 	24 	26 	-1  	//Aegis
177 	25 	30 	32 	20 	-1  	//Aegis
177 	25 	30 	29 	20 	-1  	//Aegis
177 	25 	30 	52 	28 	-1  	//Aegis
177 	25 	30 	49 	24 	-1  	//Aegis
177 	25 	30 	41 	20 	-1  	//Aegis
178 	25 	30 	55 	24 	-1 	//Lord Centurion
178 	25 	30 	71 	20 	-1  	//Lord Centurion
178 	25 	30 	63 	23 	-1  	//Lord Centurion
178 	25 	30 	61 	24 	-1  	//Lord Centurion
178 	25 	30 	78 	17 	-1  	//Lord Centurion
178 	25 	30 	92 	16 	-1  	//Lord Centurion
178 	25 	30 	88 	13 	-1  	//Lord Centurion
179 	25 	30 	119 	71 	-1 	//Necron
179 	25 	30 	121 	78 	-1  	//Necron
179 	25 	30 	105 	85 	-1  	//Necron
179 	25 	30 	111 	89 	-1  	//Necron
179 	25 	30 	103 	98 	-1  	//Necron
180 	25 	30 	46 	68 	-1  	//Schriker
180 	25 	30 	33 	73 	-1  	//Schriker
180 	25 	30 	42 	61 	-1  	//Schriker
180 	25 	30 	38 	87 	-1  	//Schriker
180 	25 	30 	54 	98 	-1  	//Schriker
180 	25 	30 	45 	105 	-1 	//Schriker
181 	25 	30 	30 	76 	-1  	//Illusion of Kundun 
end

//Kalima 3
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
182 	26 	30 	103 	49 	-1 	//Death Angel 
182 	26 	30 	110 	53 	-1 	//Death Angel 
182 	26 	30 	103 	60 	-1 	//Death Angel 
182 	26 	30 	113 	72 	-1 	//Death Angel 
182 	26 	30 	121 	67 	-1 	//Death Angel 
182 	26 	30 	108 	81 	-1 	//Death Angel 
182 	26 	30 	113 	86 	-1 	//Death Angel 
182 	26 	30 	111 	85 	-1 	//Death Angel 
182 	26 	30 	118 	97 	-1 	//Death Angel 
182 	26 	30 	114 	96 	-1 	//Death Angel 
183 	26 	30 	77 	71 	-1  	//Death Centurion
183 	26 	30 	81 	87 	-1   	//Death Centurion
183 	26 	30 	80 	78 	-1   	//Death Centurion
183 	26 	30 	76 	80 	-1   	//Death Centurion
183 	26 	30 	67 	71 	-1   	//Death Centurion
183 	26 	30 	60 	74 	-1   	//Death Centurion
183 	26 	30 	64 	79 	-1   	//Death Centurion
183 	26 	30 	62 	79 	-1   	//Death Centurion
184 	26	30 	103 	11 	-1 	//Bloody Soldier 
184 	26 	30 	94 	20 	-1  	//Bloody Soldier
184 	26 	30 	94 	17 	-1  	//Bloody Soldier
184 	26 	30 	105 	27 	-1  	//Bloody Soldier
184 	26 	30 	112 	40 	-1  	//Bloody Soldier
184 	26 	30 	108 	35 	-1  	//Bloody Soldier
184 	26 	30 	111 	39 	-1  	//Bloody Soldier
184 	26 	30 	121 	39 	-1  	//Bloody Soldier
185 	26 	30 	35 	11 	-1   	//Aegis
185 	26 	30 	21 	15 	-1    	//Aegis
185 	26 	30 	47 	13 	-1   	//Aegis
185 	26 	30 	44 	29 	-1    	//Aegis
185 	26 	30 	42 	23 	-1    	//Aegis
186 	26 	30 	67 	24 	-1 	//Lord Centurion
186 	26 	30 	73 	11 	-1  	//Lord Centurion
186 	26 	30 	82 	15 	-1  	//Lord Centurion
186 	26 	30 	79 	25 	-1  	//Lord Centurion
187 	26 	30 	120 	102 	-1 	//Necron
187 	26 	30 	107 	96 	-1  	//Necron
187 	26 	30 	95 	99 	-1  	//Necron
187 	26 	30 	104 	97 	-1  	//Necron
187 	26 	30 	111 	107	-1  	//Necron
187 	26 	30 	101 	101 	-1  	//Necron
187 	26 	30 	98 	88 	-1  	//Necron
187 	26 	30 	101 	86 	-1  	//Necron
187 	26 	30 	81 	86 	-1  	//Necron
188 	26 	30 	45 	65 	-1 	//Schriker
188 	26 	30 	43 	56 	-1  	//Schriker
188 	26 	30 	38 	58 	-1  	//Schriker
188 	26 	30 	33 	112 	-1  	//Schriker
188 	26 	30 	34 	101 	-1  	//Schriker
188 	26 	30 	38 	94 	-1  	//Schriker
188 	26 	30 	41 	93 	-1  	//Schriker
188 	26 	30 	46 	97 	-1  	//Schriker
189 	26 	30 	33 	72 	-1  	//Illusion of Kundun 
end

//Kalima 4
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
190 	27 	30 	116 	48 	-1 	//Death Angel
190 	27 	30 	114 	62 	-1 	//Death Angel
190 	27 	30 	116 	60 	-1 	//Death Angel
190 	27 	30 	109 	60 	-1 	//Death Angel
190 	27 	30 	114 	69 	-1 	//Death Angel
191 	27 	30 	81	85 	-1 	//Death Centurion
191 	27 	30 	80 	81 	-1 	//Death Centurion
191 	27 	30 	78 	84 	-1 	//Death Centurion
191 	27 	30 	82 	78 	-1 	//Death Centurion
191 	27 	30 	76 	77 	-1 	//Death Centurion
191 	27 	30 	62 	72 	-1 	//Death Centurion
191 	27 	30 	60 	73 	-1	//Death Centurion
192 	27 	30 	98 	22 	-1 	//Bloody Soldier
192 	27 	30 	101 	19 	-1 	//Bloody Soldier
192 	27 	30 	112 	32 	-1 	//Bloody Soldier
192 	27 	30 	115 	33 	-1 	//Bloody Soldier
192 	27 	30 	121 	40 	-1 	//Bloody Soldier
192 	27 	30 	105 	33 	-1 	//Bloody Soldier
193 	27 	30 	20 	18 	-1 	//Aegis
193 	27 	30 	39 	27 	-1  	//Aegis
193 	27 	30 	47 	31 	-1  	//Aegis
193 	27 	30 	18 	25 	-1  	//Aegis
193 	27 	30 	46 	18 	-1  	//Aegis
